"Dataset Id","Dataset Name","Group","Polarity","Source","Analyzer","Matrix","Species","Kingdom","Sample Type","m/z Class"
"2021-04-12_22h55m28s","20210409_jl_lungmap_stagetemp_35_1","PNNL","Negative","MALDI","FTICR","NEDC","Homo sapiens","Animal","Tissue","Lipids_and_small_moleclues"
"2021-04-12_22h13m20s","20210409_jl_lungmap_stagetemp_30_1","PNNL","Negative","MALDI","FTICR","NEDC","Homo sapiens","Animal","Tissue","Lipids_and_small_moleclues"
"2021-03-29_16h03m50s","20210107_118x25_20um_Mouse_Spleen_CHCA_Pos_mode_200-2000mz_70K_Laser37_6.0kV_350C_Slens90_linemode_centroid","None","Positive","MALDI","Orbitrap","CHCA","Mus musculus","Animal","Uncurated","Lipids_and_small_moleclues"
"2021-03-22_17h27m17s","20210319_561x551_30um_mouse_liver_DHB_pos_mode_200-800mz_70K_Laser37_5p5kV_350C_Slens90_Line_leftright_delta_z_centroid","None","Positive","MALDI","Orbitrap","DHB","Mus musculus","Animal","Uncurated","Lipids_and_small_moleclues"
"2021-02-10_22h40m23s","20210203_jl_lungmap_nedc_14cycle_2","PNNL","Negative","MALDI","FTICR","NEDC","Homo sapiens","Animal","Tissue","Lipids_and_small_moleclues"
"2021-02-02_15h23m42s","20210202_Skin_DANtfa_pos_test3","None","Positive","MALDI","Orbitrap","DAN","Homo sapiens","Animal","Uncurated","Lipids_and_small_moleclues"
"2021-02-01_11h50m36s","20210129_HCCA_skin_pos_i","None","Positive","MALDI","Orbitrap","HCCA","Homo sapiens","Animal","Uncurated","Lipids_and_small_moleclues"
"2021-01-29_18h18m22s","20210129_HCCA_skin_test3","None","Positive","MALDI","Orbitrap","HCCA","Homo sapiens","Animal","Uncurated","Lipids_and_small_moleclues"
"2021-01-29_15h59m50s","20210129_HCCA_skin_test","None","Positive","MALDI","Orbitrap","HCCA","Homo sapiens","Animal","Uncurated","Lipids_and_small_moleclues"
"2021-01-07_21h49m14s","20210106_jl_lungmap_nedc_op_agarose2","PNNL","Negative","MALDI","FTICR","NEDC","Homo sapiens","Animal","Tissue","Lipids_and_small_moleclues"
"2021-01-04_01h22m59s","2000-75T_NEG","None","Negative","ESI","Orbitrap","Other","Homo sapiens","Animal","Tissue","Lipids_and_small_moleclues"
"2021-01-04_01h31m01s","2000-75_N_NEG","None","Negative","ESI","Orbitrap","Other","Homo sapiens","Animal","Tissue","Lipids_and_small_moleclues"
"2020-12-30_21h21m36s","20201230_jl_lungmap_nedc_optimization_slide3_agarose","PNNL","Negative","MALDI","FTICR","NEDC","Homo sapiens","Animal","Tissue","Lipids_and_small_moleclues"
"2020-12-22_22h52m52s","20201221_jl_lung_poscomp_dhb_agarose1","PNNL","Positive","MALDI","FTICR","DHB","Homo sapiens","Animal","Tissue","Lipids_and_small_moleclues"
"2020-12-21_17h14m07s","2020-12-16_ME_SlideH_Cluster3_DHB_Pos_100umSS_33at_70x70","♡EMBL♡","Positive","MALDI","Orbitrap","DHB","OTHER","Animal","Uncurated","Lipids_and_small_moleclues"
"2020-12-21_13h57m02s","2020-12-16_ME_SlideD_Cluster3_DHB_Pos_100umSS_33at_110x90","♡EMBL♡","Positive","MALDI","Orbitrap","DHB","OTHER","Animal","Uncurated","Lipids_and_small_moleclues"
"2020-12-21_12h16m12s","2020-12-16_ME_SlideB_Cluster3_DHB_Pos_100umSS_33at_100x100","♡EMBL♡","Positive","MALDI","Orbitrap","DHB","OTHER","Animal","Uncurated","Lipids_and_small_moleclues"
"2020-12-17_11h09m42s","2020-12-15_ME_SlideC_Cluster3_DHB_Pos_100umSS_33at_70x100","♡EMBL♡","Positive","MALDI","Orbitrap","DHB","OTHER","Animal","Uncurated","Lipids_and_small_moleclues"
"2020-12-11_13h52m25s","MPIMM_220_QE_P_SGCult","MPI Bremen","Positive","MALDI","Orbitrap","DHB","OTHER","Plant","Uncurated","Lipids_and_small_moleclues"
"2020-11-21_00h33m21s","20201015_dv_mclr_100ugkg_5","PNNL","Positive","MALDI","FTICR","CHCA","Mus musculus","Animal","Tissue","Lipids_and_small_moleclues"
"2020-11-18_20h23m01s","20201117_jl_lungmap_agarose_3","PNNL","Positive","MALDI","FTICR","DHB","Homo sapiens","Animal","Tissue","Lipids_and_small_moleclues"
"2020-10-29_18h13m44s","sa_sd0_400mz - total ion count","None","Positive","MALDI","FTICR","CHCA","Mus musculus","Animal","Tissue","Lipids_and_small_moleclues"
"2020-10-12_18h36m56s","pbs_1_400mz_2_10.04.2020 - total ion count","None","Positive","MALDI","FTICR","CHCA","Mus musculus","Animal","Tissue","Lipids_and_small_moleclues"
"2020-10-06_09h52m53s","MPIMM_215_QE_P_BP_CF_POL","MPI Bremen","Positive","MALDI","Orbitrap","DHB","OTHER","Animal","Tissue","Lipids_and_small_moleclues"
"2020-09-21_14h39m02s","2020-09-18_BrainSpOmics_M1S5nedc_neg_491x653_10ss_29AT","♡EMBL♡","Negative","MALDI","Orbitrap","NEDC","Mus musculus","Animal","Uncurated","Lipids_and_small_moleclues"
"2020-09-13_22h32m24s","2020-09-11_BrainSpOmics_M1S6_nedc_neg_501x576_10ss_29AT","♡EMBL♡","Negative","MALDI","Orbitrap","NEDC","Mus musculus","Animal","Uncurated","Lipids_and_small_moleclues"
"2020-08-25_00h14m41s","telogen_2_1_10umres_400ms_08.16.2020 - no normalization","None","Positive","MALDI","FTICR","CHCA","Mus musculus","Animal","Tissue","Lipids_and_small_moleclues"
"2020-08-06_16h40m28s","MPIMM_207_QE_P_PFAcryo_AM_SYM","MPI Bremen","Positive","MALDI","Orbitrap","DHB","OTHER","Animal","Tissue","Lipids_and_small_moleclues"
"2020-08-06_16h39m13s","MPIMM_206_QE_P_PFAcryo_AM_SYM","MPI Bremen","Positive","MALDI","Orbitrap","DHB","OTHER","Animal","Tissue","Lipids_and_small_moleclues"
"2020-08-06_16h36m16s","MPIMM_203_QE_P_PFAcryo_AM_APO","MPI Bremen","Positive","MALDI","Orbitrap","DHB","OTHER","Animal","Whole Organism","Lipids_and_small_moleclues"
"2020-07-20_15h57m58s","OX1_LPS_notfixed_5um_150x150px_A33_pos_rep3","JLU Giessen","Positive","MALDI","Orbitrap","DHB","Homo sapiens","Animal","Cells","Lipids_and_small_moleclues"
"2020-07-14_14h19m48s","MPIMM_200_QE_P_Ct_GaGel","MPI Bremen","Positive","MALDI","Orbitrap","DHB","OTHER","Animal","Whole Organism","Lipids_and_small_moleclues"
"2020-07-10_09h54m34s","20200709_Old-leaf_R-tetra_DHB_20um_505by85_Atn30","U Copenhagen","Positive","MALDI","Orbitrap","DHB","N/A","Plant","Uncurated","Lipids_and_small_moleclues"
"2020-07-09_10h06m37s","20200707_Old-leaf_R-tetra_DHB_20um_460by94_Atn30","U Copenhagen","Positive","MALDI","Orbitrap","DHB","N/A","Plant","Uncurated","Lipids_and_small_moleclues"
"2020-07-07_23h15m53s","20200706_jl_kidney_nedc_negmode_002_3","PNNL","Negative","MALDI","FTICR","NEDC","Homo sapiens","Animal","Tissue","Lipids_and_small_moleclues"
"2020-07-07_22h48m44s","20200706_jl_kidney_nedc_negmode_001_2","PNNL","Negative","MALDI","FTICR","NEDC","Homo sapiens","Animal","Tissue","Lipids_and_small_moleclues"
"2020-07-01_11h31m40s","E2_LPS_notfixed_2um_250x250px_A34_pos_rep2","JLU Giessen","Positive","MALDI","Orbitrap","DHB","Homo sapiens","Animal","Cells","Lipids_and_small_moleclues"
"2020-06-23_15h01m43s","C12_LPS_notfixed_5um_150x150px_A33_pos_rep3","JLU Giessen","Positive","MALDI","Orbitrap","DHB","Homo sapiens","Animal","Cells","Lipids_and_small_moleclues"
"2020-06-19_14h28m34s","C12_LPS_notfixed_3um_250x250px_A34_pos_rep2","JLU Giessen","Positive","MALDI","Orbitrap","DHB","Homo sapiens","Animal","Cells","Lipids_and_small_moleclues"
"2020-06-19_14h25m04s","C12_LPS_notfixed_5um_150x150px_A33_pos_rep2","JLU Giessen","Positive","MALDI","Orbitrap","DHB","Homo sapiens","Animal","Cells","Lipids_and_small_moleclues"
"2020-06-12_11h32m24s","D9_LPS_notfixed_5um_150x150px_A33_pos_rep3","JLU Giessen","Positive","MALDI","Orbitrap","DHB","Homo sapiens","Animal","Cells","Lipids_and_small_moleclues"
"2020-06-12_11h31m43s","D9_LPS_notfixed_1.5um_250x250px_A35_pos_rep3","JLU Giessen","Positive","MALDI","Orbitrap","DHB","Homo sapiens","Animal","Cells","Lipids_and_small_moleclues"
"2020-06-11_10h59m01s","D9_naive_notfixed_1.5um_250x250px_A35_pos_rep2","JLU Giessen","Positive","MALDI","Orbitrap","DHB","Homo sapiens","Animal","Cells","Lipids_and_small_moleclues"
"2020-06-09_15h44m32s","D9_LPS_notfixed_5um_150x150px_A33_pos_rep2","JLU Giessen","Positive","MALDI","Orbitrap","DHB","Homo sapiens","Animal","Cells","Lipids_and_small_moleclues"
"2020-06-05_02h02m31s","20200603_dv_nedc_80c_test_cycles_20_2","PNNL","Negative","MALDI","FTICR","NEDC","Homo sapiens","Animal","Tissue","Lipids_and_small_moleclues"
"2020-05-13_22h57m26s","hemoo qm 1 - no normalization","None","Positive","MALDI","FTICR","DHB","Mus musculus","Animal","Tissue","Lipids_and_small_moleclues"
"2020-05-13_22h52m57s","hemo 1 - no normalization","None","Positive","MALDI","FTICR","DHB","Mus musculus","Animal","Tissue","Lipids_and_small_moleclues"
"2020-02-25_21h02m28s","lg705a_5_1_100to800_lowres_pos_1_02.24.20 - total ion count","None","Positive","MALDI","FTICR","DHB","Mus musculus","Animal","Tissue","Lipids_and_small_moleclues"
"2020-02-14_16h45m44s","UR1_Epididymis_Tail_POS","U Rennes 1","Positive","MALDI","FTICR","DHB","Rattus norvegicus","Animal","Tissue","Lipids_and_small_moleclues"
"2020-01-13_23h01m15s","20200112_jl_kidney_day2_dhb_3","PNNL","Positive","MALDI","FTICR","DHB","Homo sapiens","Animal","Tissue","Lipids_and_small_moleclues"
"2020-01-06_22h02m51s","20200105_jl_kidney_day2_rt_1","PNNL","Positive","MALDI","FTICR","DHB","Homo sapiens","Animal","Tissue","Lipids_and_small_moleclues"
"2019-12-27_23h01m42s","20191226_dv_17-365-005_1_04_chca_neg","PNNL","Negative","MALDI","FTICR","CHCA","Homo sapiens","Animal","Tissue","Lipids_and_small_moleclues"
"2019-12-01_19h08m56s","BOB_Dr5_noday7_09-10-19_neg_80-900_30um","None","Negative","ESI","Orbitrap","Other","Homo sapiens","Animal","Uncurated","Lipids_and_small_moleclues"
"2019-11-29_13h09m04s","20191128_R-tetraphylla_DHB_30um_317by38_atn0","U Copenhagen","Positive","MALDI","Orbitrap","DHB","N/A","Plant","Uncurated","Lipids_and_small_moleclues"
"2019-11-26_17h40m02s","BOB_Cetuximab_all_30um_80-900_neg","None","Negative","ESI","Orbitrap","Other","Homo sapiens","Animal","Uncurated","Lipids_and_small_moleclues"
"2019-10-29_21h57m51s","D3_20um_10282019","UTHSA","Negative","MALDI","Orbitrap","DAN","Mixed","Animal","Tissue","Lipids_and_small_moleclues"
"2019-10-29_21h53m09s","A3_20um_10282019","UTHSA","Negative","MALDI","Orbitrap","DAN","Mixed","Animal","Tissue","Lipids_and_small_moleclues"
"2019-10-29_21h43m57s","A2_30um_10282019","UTHSA","Negative","MALDI","Orbitrap","DAN","Mixed","Animal","Tissue","Lipids_and_small_moleclues"
"2019-10-29_21h40m16s","D1_30um_10282019","UTHSA","Negative","MALDI","Orbitrap","DAN","Mixed","Animal","Tissue","Lipids_and_small_moleclues"
"2019-10-29_21h29m01s","E4_30um_10262019","UTHSA","Negative","MALDI","Orbitrap","DAN","Mixed","Animal","Tissue","Lipids_and_small_moleclues"
"2019-10-29_17h49m49s","E2_20um_10252019","UTHSA","Negative","MALDI","Orbitrap","DAN","Mixed","Animal","Tissue","Lipids_and_small_moleclues"
"2019-10-29_16h40m32s","B2_20um_10252019","UTHSA","Negative","MALDI","Orbitrap","DAN","Mixed","Animal","Tissue","Lipids_and_small_moleclues"
"2019-10-29_16h33m32s","E1_30um_10252019","UTHSA","Negative","MALDI","Orbitrap","DAN","Mixed","Animal","Tissue","Lipids_and_small_moleclues"
"2019-10-29_16h28m34s","B1_30um_10252019","UTHSA","Negative","MALDI","Orbitrap","DAN","Mixed","Animal","Tissue","Lipids_and_small_moleclues"
"2019-10-29_11h38m52s","schi-01-02 - total ion count","IBMP","Positive","MALDI","FTICR","CHCA","OTHER","Animal","Tissue","Lipids_and_small_moleclues"
"2019-10-26_00h19m57s","F2_30um_10242019","UTHSA","Negative","MALDI","Orbitrap","DAN","Mixed","Animal","Tissue","Lipids_and_small_moleclues"
"2019-10-26_00h15m42s","C4_20um_10242019","UTHSA","Negative","MALDI","Orbitrap","DAN","Mixed","Animal","Tissue","Lipids_and_small_moleclues"
"2019-10-26_00h00m03s","C3_30um_10242019","UTHSA","Negative","MALDI","Orbitrap","DAN","Mixed","Animal","Tissue","Lipids_and_small_moleclues"
"2019-10-25_22h58m22s","F1_30um_10252019","UTHSA","Negative","MALDI","Orbitrap","DAN","Mixed","Animal","Tissue","Lipids_and_small_moleclues"
"2019-10-25_00h00m33s","C2_30um_10242019","UTHSA","Negative","MALDI","Orbitrap","DAN","Mixed","Animal","Tissue","Lipids_and_small_moleclues"
"2019-09-25_17h41m59s","MPIMM_017_QE_P_LT","MPI Bremen","Positive","MALDI","Orbitrap","DHB","OTHER","Animal","Whole Organism","Lipids_and_small_moleclues"
"2019-09-12_00h37m23s","17-635-001_3_S1_SM_Neg_20190911_AP","UTHSA","Negative","MALDI","Orbitrap","DAN","Homo sapiens","Animal","Tissue","Lipids_and_small_moleclues"
"2019-09-12_00h13m11s","17-635-001_7_S1_SM_Neg_20190910_AP","UTHSA","Negative","MALDI","Orbitrap","DAN","Homo sapiens","Animal","Tissue","Lipids_and_small_moleclues"
"2019-09-11_15h25m08s","090919_SangerBrainSample2_UniMatrix_100x100_NEG","♡EMBL♡","Negative","MALDI","Orbitrap","DHB","Mus musculus","Animal","Uncurated","Lipids_and_small_moleclues"
"2019-09-09_10h20m17s","MPIMM_189_QE_P_SGR_CF","MPI Bremen","Positive","MALDI","Orbitrap","DHB","OTHER","Plant","Uncurated","Lipids_and_small_moleclues"
"2019-09-05_14h09m10s","MPIMM_188_QE_P_SGR_CF","MPI Bremen","Positive","MALDI","Orbitrap","DHB","OTHER","Plant","Uncurated","Lipids_and_small_moleclues"
"2019-08-31_00h29m16s","Brain_30um _DAN_CL_PP_08302019_P","UTHSA","Positive","MALDI","Orbitrap","DHB","Mixed","Animal","Tissue","Lipids_and_small_moleclues"
"2019-08-31_00h28m11s","Brain_30um _DAN_CL_PP_08302019_C","UTHSA","Positive","MALDI","Orbitrap","DHB","Mixed","Animal","Tissue","Lipids_and_small_moleclues"
"2019-08-29_11h07m33s","MPIMM_186_QE_P_SGR_CF","MPI Bremen","Positive","MALDI","Orbitrap","DHB","OTHER","Plant","Uncurated","Lipids_and_small_moleclues"
"2019-08-21_22h53m49s","17-635-001_4_S1_SM_Neg_20190820_AP","UTHSA","Negative","MALDI","Orbitrap","DAN","Homo sapiens","Animal","Tissue","Lipids_and_small_moleclues"
"2019-08-20_11h20m08s","190315_Mouse328_biopsy1_35umPos_p4_166by145_Atn20","U Copenhagen","Positive","MALDI","Orbitrap","DHB","Mus musculus","Animal","Uncurated","Lipids_and_small_moleclues"
"2019-08-19_13h30m49s","190318_Mouse343_biopsy2_35umPos_p4_161by107_atn0","U Copenhagen","Positive","MALDI","Orbitrap","DHB","Mus musculus","Animal","Uncurated","Lipids_and_small_moleclues"
"2019-08-18_19h50m58s","190430_Mouse11_biopsy2_25umNeg_p4_149by75_Atn0_190430104902","U Copenhagen","Negative","MALDI","Orbitrap","DAN","Mus musculus","Animal","Uncurated","Lipids_and_small_moleclues"
"2019-08-18_15h39m14s","190628_Mouse112_Bleo_35umNeg_p1_159by108_atn0","U Copenhagen","Negative","MALDI","Orbitrap","DAN","Mus musculus","Animal","Uncurated","Lipids_and_small_moleclues"
"2019-08-12_11h31m43s","190513_Mouse328_biopsy3_35umNeg_p4_90by99_Atn38","U Copenhagen","Negative","MALDI","Orbitrap","DAN","Mus musculus","Animal","Uncurated","Lipids_and_small_moleclues"
"2019-08-07_19h58m31s","LP_2_20um_DAN_08062019","UTHSA","Negative","MALDI","Orbitrap","DAN","Mus musculus","Animal","Tissue","Lipids_and_small_moleclues"
"2019-08-07_19h44m29s","LP_1_30um_DAN_08062019","UTHSA","Negative","MALDI","Orbitrap","DAN","Mus musculus","Animal","Tissue","Lipids_and_small_moleclues"
"2019-08-02_22h43m20s","H009_3_S1_SM_Pos_20190802_AP","UTHSA","Positive","MALDI","Orbitrap","DHB","Mus musculus","Animal","Tissue","Lipids_and_small_moleclues"
"2019-08-02_00h14m07s","H009_13_S1_SM_Pos_20190801_AP","UTHSA","Positive","MALDI","Orbitrap","DHB","Mus musculus","Animal","Tissue","Lipids_and_small_moleclues"
"2019-08-02_00h07m33s","H009_1_S1_SM_Pos_20190731_AP","UTHSA","Positive","MALDI","Orbitrap","DHB","Mus musculus","Animal","Tissue","Lipids_and_small_moleclues"
"2019-07-29_23h28m17s","La_1_ WT_97_30um_07292019","UTHSA","Negative","MALDI","Orbitrap","DAN","Mus musculus","Animal","Tissue","Lipids_and_small_moleclues"
"2019-07-24_22h18m56s","16BP_50um_07242019","UTHSA","Negative","MALDI","Orbitrap","DAN","Mus musculus","Animal","Tissue","Lipids_and_small_moleclues"
"2019-07-24_00h05m07s","H0265_Set2_Slice11_100um_07232019_C","UTHSA","Positive","MALDI","Orbitrap","DHB","Mus musculus","Animal","Tissue","Lipids_and_small_moleclues"
"2019-07-23_23h36m29s","H0265_Set2_Slice3_100um_07222019_C","UTHSA","Positive","MALDI","Orbitrap","DHB","Mus musculus","Animal","Tissue","Lipids_and_small_moleclues"
"2019-07-23_22h34m38s","H0265_Set2_Slice13_20um_07192019_C","UTHSA","Positive","MALDI","Orbitrap","DHB","Mus musculus","Animal","Tissue","Lipids_and_small_moleclues"
"2019-07-23_22h22m30s","H0265_Set2_Slice9_100um_07192019_C","UTHSA","Positive","MALDI","Orbitrap","DHB","Mus musculus","Animal","Tissue","Lipids_and_small_moleclues"
"2019-07-19_20h47m37s","WT_4_SM_MALDIPos_30um_07182019_C","UTHSA","Positive","MALDI","Orbitrap","DHB","Mixed","Animal","Tissue","Lipids_and_small_moleclues"
"2019-07-17_22h01m46s","WT_1_SM_30um_07172019_Centroid","UTHSA","Negative","MALDI","Orbitrap","DAN","Mixed","Animal","Tissue","Lipids_and_small_moleclues"
"2019-07-17_18h17m10s","20190716_jl_dhb_N2_slide1_day2_2","PNNL","Positive","MALDI","FTICR","DHB","Homo sapiens","Animal","Tissue","Lipids_and_small_moleclues"
"2019-07-13_01h29m22s","HGCana_30um__VD_07122019","UTHSA","Negative","MALDI","Orbitrap","DAN","Mixed","Animal","Tissue","Lipids_and_small_moleclues"
"2019-07-12_23h13m13s","Control_30um_VD_07122019","UTHSA","Negative","MALDI","Orbitrap","DAN","Mixed","Animal","Tissue","Lipids_and_small_moleclues"
"2019-07-04_09h50m41s","MPIMM_171_QE_P_BH_CF","MPI Bremen","Positive","MALDI","Orbitrap","DHAP","OTHER","Animal","Uncurated","Lipids_and_small_moleclues"
"2019-06-21_12h03m51s","190620_Mouse120_Bleo_35umPos_p4_205by106_atn0","U Copenhagen","Positive","MALDI","Orbitrap","DHB","Mus musculus","Animal","Uncurated","Lipids_and_small_moleclues"
"2019-06-13_16h47m11s","MPIMM_152_QE_P_SW_CF","MPI Bremen","Positive","MALDI","Orbitrap","DHAP","OTHER","Animal","Uncurated","Lipids_and_small_moleclues"
"2019-06-08_14h30m03s","20190607_clematis-2_ldi_100mum - root mean square","Helmholtz Centre for Environmental Research - UFZ","Positive","MALDI","FTICR","Other","OTHER","Plant","Tissue","Lipids_and_small_moleclues"
"2019-06-06_16h40m35s","20190606_clematis_ldi - root mean square","Helmholtz Centre for Environmental Research - UFZ","Positive","MALDI","FTICR","Other","OTHER","Plant","Tissue","Lipids_and_small_moleclues"
"2019-05-31_22h51m28s","B7_3_30um_05242019","UTHSA","Negative","MALDI","Orbitrap","DAN","Mixed","Animal","Tissue","Lipids_and_small_moleclues"
"2019-05-31_20h44m58s","B5_3_20um_05242019","UTHSA","Negative","MALDI","Orbitrap","DAN","Mixed","Animal","Tissue","Lipids_and_small_moleclues"
"2019-05-31_20h33m44s","B5_1_30um_05242019","UTHSA","Negative","MALDI","Orbitrap","DAN","Mixed","Animal","Tissue","Lipids_and_small_moleclues"
"2019-05-23_21h07m13s","B12_1_30um_05222019","UTHSA","Negative","MALDI","Orbitrap","DAN","Mixed","Animal","Tissue","Lipids_and_small_moleclues"
"2019-05-23_20h12m16s","B12_3_20um_05222019","UTHSA","Negative","MALDI","Orbitrap","DAN","Mixed","Animal","Tissue","Lipids_and_small_moleclues"
"2019-05-21_21h57m47s","Brain_3__50um_05202019","UTHSA","Negative","MALDI","Orbitrap","DHB","Mixed","Animal","Tissue","Lipids_and_small_moleclues"
"2019-05-21_21h45m20s","Brain_1__50um_05202019","UTHSA","Positive","MALDI","Orbitrap","DAN","Mixed","Animal","Tissue","Lipids_and_small_moleclues"
"2019-05-16_22h06m42s","B12_3_20um_05152019","UTHSA","Negative","MALDI","Orbitrap","DAN","Mixed","Animal","Tissue","Lipids_and_small_moleclues"
"2019-05-16_21h34m34s","B11_4_30um_05162019","UTHSA","Negative","MALDI","Orbitrap","DAN","Mixed","Animal","Tissue","Lipids_and_small_moleclues"
"2019-05-15_23h06m40s","B11_1_30um_05152019","UTHSA","Negative","MALDI","Orbitrap","DAN","Mixed","Animal","Tissue","Lipids_and_small_moleclues"
"2019-05-07_20h53m36s","DB2AK_B3_2_30um_05062019","UTHSA","Negative","MALDI","Orbitrap","DAN","Mixed","Animal","Tissue","Lipids_and_small_moleclues"
"2019-05-07_20h30m33s","DB2AK_B1_1_30um_05062019","UTHSA","Negative","MALDI","Orbitrap","DAN","Mixed","Animal","Tissue","Lipids_and_small_moleclues"
"2019-04-22_20h23m01s","DB2AK_B-3_1_DAN_20um","UTHSA","Negative","MALDI","Orbitrap","DAN","Mixed","Animal","Tissue","Lipids_and_small_moleclues"
"2019-04-20_00h55m20s","DB2AK_B-3_2","UTHSA","Positive","MALDI","Orbitrap","9AA","Mixed","Animal","Tissue","Lipids_and_small_moleclues"
"2019-04-09_23h55m39s","Mimetic Tissue_20190318","UTHSA","Positive","MALDI","Orbitrap","DHB","Mus musculus","Animal","Tissue","Lipids_and_small_moleclues"
"2019-03-17_22h37m16s","17_1606_DHB_20um_S3_1","UTHSA","Positive","MALDI","Orbitrap","DHB","Homo sapiens","Animal","Tissue","Lipids_and_small_moleclues"
"2019-03-12_08h57m03s","MPIMM_141_QE_P_Bputeo","MPI Bremen","Positive","MALDI","Orbitrap","DHAP","OTHER","Animal","Tissue","Lipids_and_small_moleclues"
"2018-11-02_15h40m47s","MPIMM_110_FT_P_BA_FF","MPI Bremen","Positive","MALDI","Orbitrap","DHB","OTHER","Animal","Whole Organism","Lipids_and_small_moleclues"
"2019-02-15_17h17m39s","18_142_DHB_50um_T4","UTHSA","Positive","MALDI","Orbitrap","DHB","Homo sapiens","Animal","Tissue","Lipids_and_small_moleclues"
"2019-02-07_16h07m07s","190207_Control_CHCA","U Copenhagen","Positive","MALDI","Orbitrap","CHCA","Homo sapiens","Animal","Uncurated","Lipids_and_small_moleclues"
"2019-02-07_16h06m21s","190205_Control_CHCA_40um_92by53_atn0","U Copenhagen","Positive","MALDI","Orbitrap","CHCA","Homo sapiens","Animal","Uncurated","Lipids_and_small_moleclues"
"2019-01-31_14h59m25s","MPIMM_130_QE_P_PSA_FFPE","MPI Bremen","Positive","MALDI","Orbitrap","DHB","OTHER","Animal","Whole Organism","Lipids_and_small_moleclues"
"2019-01-25_20h42m33s","12182017_11072017_71B_4","UT Austin","Negative","ESI","Orbitrap","Other","Homo sapiens","Animal","Tissue","Lipids_and_small_moleclues"
"2019-01-25_20h40m46s","11132017_07112017_36A_2_5","UT Austin","Negative","ESI","Orbitrap","Other","Homo sapiens","Animal","Tissue","Lipids_and_small_moleclues"
"2019-01-25_20h38m30s","09182017_09122017_52A_5","UT Austin","Negative","ESI","Orbitrap","Other","Homo sapiens","Animal","Tissue","Lipids_and_small_moleclues"
"2019-01-25_20h37m56s","09132017_09052017_51c_5","UT Austin","Negative","ESI","Orbitrap","Other","Homo sapiens","Animal","Tissue","Lipids_and_small_moleclues"
"2019-01-25_20h34m52s","09082017_04052017_17B_4","UT Austin","Negative","ESI","Orbitrap","Other","Homo sapiens","Animal","Tissue","Lipids_and_small_moleclues"
"2019-01-25_20h30m43s","07062018_121917_74A_6","UT Austin","Negative","ESI","Orbitrap","Other","Homo sapiens","Animal","Tissue","Lipids_and_small_moleclues"
"2019-01-25_20h30m24s","07062018_020618_80B_6","UT Austin","Negative","ESI","Orbitrap","Other","Homo sapiens","Animal","Tissue","Lipids_and_small_moleclues"
"2019-01-25_20h29m50s","07052018_021318_82E_4","UT Austin","Negative","ESI","Orbitrap","Other","Homo sapiens","Animal","Tissue","Lipids_and_small_moleclues"
"2019-01-25_20h29m24s","07052018_021318_82B_5","UT Austin","Negative","ESI","Orbitrap","Other","Homo sapiens","Animal","Tissue","Lipids_and_small_moleclues"
"2019-01-25_20h26m57s","06232018_050118_98F_2","UT Austin","Negative","ESI","Orbitrap","Other","Homo sapiens","Animal","Tissue","Lipids_and_small_moleclues"
"2019-01-25_20h26m00s","06232018_022718_85C_2","UT Austin","Negative","ESI","Orbitrap","Other","Homo sapiens","Animal","Tissue","Lipids_and_small_moleclues"
"2019-01-25_20h25m01s","06192018_050118_98D_4","UT Austin","Negative","ESI","Orbitrap","Other","Homo sapiens","Animal","Tissue","Lipids_and_small_moleclues"
"2019-01-25_20h24m41s","05192017_040417_16A_5","UT Austin","Negative","ESI","Orbitrap","Other","Homo sapiens","Animal","Tissue","Lipids_and_small_moleclues"
"2019-01-25_20h23m58s","070817_051617_27B","UT Austin","Negative","ESI","Orbitrap","Other","Homo sapiens","Animal","Tissue","Lipids_and_small_moleclues"
"2019-01-25_20h23m00s","052017_050917_25B_1","UT Austin","Negative","ESI","Orbitrap","Other","Homo sapiens","Animal","Tissue","Lipids_and_small_moleclues"
"2019-01-25_20h22m27s","051917_050217_23C_6","UT Austin","Negative","ESI","Orbitrap","Other","Homo sapiens","Animal","Tissue","Lipids_and_small_moleclues"
"2019-01-25_20h21m47s","051917_021417_3B_4","UT Austin","Negative","ESI","Orbitrap","Other","Homo sapiens","Animal","Tissue","Lipids_and_small_moleclues"
"2019-01-25_20h14m30s","09182017_09122017_53A_6","UT Austin","Negative","ESI","Orbitrap","Other","Homo sapiens","Animal","Tissue","Lipids_and_small_moleclues"
"2019-01-25_20h14m14s","09102017_08292017_49A_1","UT Austin","Negative","ESI","Orbitrap","Other","Homo sapiens","Animal","Tissue","Lipids_and_small_moleclues"
"2019-01-25_20h12m30s","09012017_072017_41C_5","UT Austin","Negative","ESI","Orbitrap","Other","Homo sapiens","Animal","Tissue","Lipids_and_small_moleclues"
"2019-01-25_20h11m15s","06232018_041018_93E_6","UT Austin","Negative","ESI","Orbitrap","Other","Homo sapiens","Animal","Tissue","Lipids_and_small_moleclues"
"2019-01-25_20h10m57s","06212018_020618_79A_4","UT Austin","Negative","ESI","Orbitrap","Other","Homo sapiens","Animal","Tissue","Lipids_and_small_moleclues"
"2019-01-25_20h10m13s","05192017_041117_19A_6","UT Austin","Negative","ESI","Orbitrap","Other","Homo sapiens","Animal","Tissue","Lipids_and_small_moleclues"
